amount,from_user_id,to_user_id,from_name,to_name,created_at
355.40,18,14,Steve,Oscar,2021-08-19 22:53:09
11.88,14,13,Oscar,Nora,2021-04-25 01:31:38
642.68,18,14,Steve,Oscar,2021-11-13 14:58:57
404.69,1,10,Bob,Kyle,2021-10-02 08:40:13
191.75,10,6,Kyle,Grace,2021-06-26 06:58:46
698.13,5,18,Frank,Steve,2021-03-09 07:41:31
804.90,8,20,Ivan,Alice,2021-01-09 15:33:05
194.03,11,20,Lily,Alice,2021-10-30 16:40:12
425.13,7,14,Hannah,Oscar,2021-07-31 08:06:13
692.07,4,6,Eva,Grace,2021-03-20 23:15:30
455.14,17,12,Rachel,Mia,2021-12-16 09:18:04
575.57,15,2,Paul,Charlie,2021-02-17 09:02:00
582.82,6,3,Grace,David,2021-07-07 11:13:16
350.06,18,13,Steve,Nora,2021-05-26 23:37:56
873.97,10,17,Kyle,Rachel,2021-09-27 10:54:17
126.67,7,4,Hannah,Eva,2021-09-15 03:04:50
248.83,14,5,Oscar,Frank,2021-04-19 05:49:36
206.98,7,4,Hannah,Eva,2021-06-22 18:22:35
931.66,14,3,Oscar,David,2021-04-15 20:39:42
101.43,19,14,Tina,Oscar,2021-02-08 02:21:43
954.83,2,15,Charlie,Paul,2021-09-11 13:25:09
290.13,8,10,Ivan,Kyle,2021-03-27 03:03:46
172.14,12,17,Mia,Rachel,2021-08-27 19:24:42
478.97,13,1,Nora,Bob,2021-03-31 15:46:59
431.52,14,5,Oscar,Frank,2021-04-28 17:48:53
49.29,14,15,Oscar,Paul,2021-09-14 11:25:01
133.41,18,4,Steve,Eva,2021-12-19 20:08:35
167.81,13,6,Nora,Grace,2021-10-15 10:58:13
633.10,9,20,Julia,Alice,2021-10-21 18:49:27
949.56,2,17,Charlie,Rachel,2021-08-10 15:29:10
284.59,12,6,Mia,Grace,2021-03-02 12:36:24
525.15,15,1,Paul,Bob,2021-10-19 11:02:46
898.54,11,7,Lily,Hannah,2021-11-22 20:24:44
572.14,20,10,Alice,Kyle,2021-12-19 06:49:17
941.43,10,16,Kyle,Quinn,2021-08-30 14:36:16
642.87,10,18,Kyle,Steve,2021-03-08 14:30:54
659.84,6,9,Grace,Julia,2021-11-29 03:30:11
656.51,18,17,Steve,Rachel,2021-07-23 21:48:01
706.30,18,2,Steve,Charlie,2021-04-20 14:23:06
232.77,20,7,Alice,Hannah,2021-03-23 04:00:58
502.23,8,3,Ivan,David,2021-09-10 23:23:27
574.44,13,17,Nora,Rachel,2021-01-27 09:52:34
689.41,19,5,Tina,Frank,2021-04-05 04:03:07
373.95,14,14,Oscar,Oscar,2021-02-23 02:47:20
619.79,11,10,Lily,Kyle,2021-09-01 09:23:16
349.76,16,19,Quinn,Tina,2021-05-25 11:22:18
718.22,16,20,Quinn,Alice,2021-10-26 20:34:52
421.01,12,20,Mia,Alice,2021-09-17 21:17:15
656.45,16,13,Quinn,Nora,2021-10-04 19:38:46
330.00,20,16,Alice,Quinn,2021-01-17 04:04:17
913.87,19,18,Tina,Steve,2021-08-03 13:53:46
208.24,2,17,Charlie,Rachel,2021-04-21 00:06:16
775.29,13,3,Nora,David,2021-05-11 18:44:14
607.21,11,3,Lily,David,2021-03-09 08:58:04
95.96,14,1,Oscar,Bob,2021-11-19 02:15:36
987.29,1,6,Bob,Grace,2021-05-08 08:29:03
884.36,16,6,Quinn,Grace,2021-08-19 22:09:47
354.31,2,19,Charlie,Tina,2021-06-25 06:35:32
639.19,20,11,Alice,Lily,2021-05-12 17:01:34
453.64,7,3,Hannah,David,2021-05-25 01:16:04
501.30,5,8,Frank,Ivan,2021-01-10 11:18:08
85.52,19,19,Tina,Tina,2021-07-14 21:25:09
545.00,10,4,Kyle,Eva,2021-03-08 13:49:01
389.46,13,1,Nora,Bob,2021-08-16 03:05:09
186.49,13,8,Nora,Ivan,2021-07-07 03:31:54
925.78,18,20,Steve,Alice,2021-04-25 04:05:16
558.23,14,19,Oscar,Tina,2021-05-01 06:29:35
786.80,17,9,Rachel,Julia,2021-12-23 05:56:16
22.98,5,16,Frank,Quinn,2021-02-03 06:24:03
114.60,6,8,Grace,Ivan,2021-10-22 02:42:36
724.32,12,14,Mia,Oscar,2021-10-27 15:22:26
709.25,3,19,David,Tina,2021-11-16 22:28:36
549.49,20,14,Alice,Oscar,2021-01-06 15:04:57
261.67,17,20,Rachel,Alice,2021-06-30 05:48:27
181.34,18,14,Steve,Oscar,2021-10-02 02:28:47
2.04,2,20,Charlie,Alice,2021-02-05 12:31:03
907.44,2,6,Charlie,Grace,2021-05-08 01:37:20
534.71,2,15,Charlie,Paul,2021-09-06 01:19:16
307.50,9,18,Julia,Steve,2021-08-13 18:02:34
630.95,17,1,Rachel,Bob,2021-03-13 11:14:35
837.14,5,9,Frank,Julia,2021-09-26 09:54:24
510.97,5,1,Frank,Bob,2021-06-20 16:08:24
31.35,20,18,Alice,Steve,2021-04-08 00:01:14
519.08,14,7,Oscar,Hannah,2021-06-26 01:29:20
692.82,3,2,David,Charlie,2021-10-31 00:29:29
794.31,4,17,Eva,Rachel,2021-06-22 23:29:49
605.24,14,16,Oscar,Quinn,2021-05-21 07:46:30
203.64,16,4,Quinn,Eva,2021-11-21 20:06:09
198.72,14,16,Oscar,Quinn,2021-06-11 05:55:58
725.47,14,6,Oscar,Grace,2021-02-10 12:23:14
553.02,7,4,Hannah,Eva,2021-03-05 15:36:18
911.86,15,11,Paul,Lily,2021-12-13 12:03:14
581.90,13,8,Nora,Ivan,2021-09-02 13:11:33
506.81,17,9,Rachel,Julia,2021-06-26 21:26:33
546.81,2,17,Charlie,Rachel,2021-12-22 01:32:56
3.69,18,20,Steve,Alice,2021-04-11 14:16:50
322.95,7,14,Hannah,Oscar,2021-07-08 06:37:10
522.26,13,18,Nora,Steve,2021-08-01 13:41:52
371.86,13,12,Nora,Mia,2021-02-21 19:05:38
11.73,15,15,Paul,Paul,2021-04-17 22:42:32
251.45,20,16,Alice,Quinn,2021-10-11 11:37:48
738.49,2,12,Charlie,Mia,2021-07-10 16:44:46
271.55,18,14,Steve,Oscar,2021-04-12 17:49:03
395.82,5,6,Frank,Grace,2021-12-07 08:04:49
627.07,6,19,Grace,Tina,2021-03-04 19:44:39
549.64,15,13,Paul,Nora,2021-11-02 15:16:58
411.46,1,16,Bob,Quinn,2021-04-25 18:16:54
635.39,2,15,Charlie,Paul,2021-12-16 15:42:20
816.56,15,15,Paul,Paul,2021-12-28 15:43:11
675.24,7,5,Hannah,Frank,2021-06-29 01:21:46
142.76,3,5,David,Frank,2021-12-25 07:50:00
61.44,19,18,Tina,Steve,2021-01-27 11:32:23
861.40,18,3,Steve,David,2021-02-01 09:43:17
862.65,5,15,Frank,Paul,2021-03-31 10:52:58
930.74,10,10,Kyle,Kyle,2021-06-11 19:24:51
545.11,2,12,Charlie,Mia,2021-05-03 06:42:01
715.45,19,13,Tina,Nora,2021-12-21 04:28:41
927.50,16,13,Quinn,Nora,2021-05-11 12:26:33
111.78,19,14,Tina,Oscar,2021-01-03 16:25:07
625.76,3,2,David,Charlie,2021-12-26 09:20:27
558.20,11,3,Lily,David,2021-12-01 07:09:24
789.65,18,6,Steve,Grace,2021-11-25 16:40:44
630.51,15,6,Paul,Grace,2021-03-13 08:44:48
194.25,18,10,Steve,Kyle,2021-04-29 20:57:12
860.28,16,6,Quinn,Grace,2021-05-19 05:47:23
830.47,8,15,Ivan,Paul,2021-02-08 08:29:39
177.33,18,16,Steve,Quinn,2021-03-19 07:02:46
925.49,1,4,Bob,Eva,2021-01-18 21:14:04
130.60,16,4,Quinn,Eva,2021-02-05 23:15:51
627.78,13,16,Nora,Quinn,2021-09-16 23:07:53
31.80,16,4,Quinn,Eva,2021-02-12 11:10:53
597.12,14,17,Oscar,Rachel,2021-08-05 15:06:12
736.55,2,3,Charlie,David,2021-07-03 14:08:36
48.04,1,9,Bob,Julia,2021-03-24 21:15:48
634.74,15,15,Paul,Paul,2021-02-17 08:19:13
563.44,12,2,Mia,Charlie,2021-10-18 16:36:56
477.80,14,20,Oscar,Alice,2021-04-08 11:13:09
825.65,19,9,Tina,Julia,2021-02-14 23:39:43
460.81,19,18,Tina,Steve,2021-06-27 04:13:26
205.61,13,13,Nora,Nora,2021-07-06 00:06:17
438.16,14,6,Oscar,Grace,2021-04-11 04:13:45
360.07,4,20,Eva,Alice,2021-07-20 13:25:52
461.37,3,6,David,Grace,2021-07-04 17:45:40
174.54,4,20,Eva,Alice,2021-09-06 00:49:46
974.84,10,6,Kyle,Grace,2021-01-23 16:20:44
403.76,20,4,Alice,Eva,2021-05-20 13:12:44
562.22,8,1,Ivan,Bob,2021-05-17 16:40:47
843.89,13,7,Nora,Hannah,2021-05-26 19:05:09
286.70,2,20,Charlie,Alice,2021-01-31 08:44:39
811.23,19,20,Tina,Alice,2021-10-05 05:37:24
762.61,7,13,Hannah,Nora,2021-04-07 12:24:43
369.41,10,12,Kyle,Mia,2021-02-12 19:36:45
339.79,2,14,Charlie,Oscar,2021-06-10 21:05:20
72.14,4,5,Eva,Frank,2021-04-25 13:18:26
65.05,17,17,Rachel,Rachel,2021-10-15 20:03:52
694.31,14,19,Oscar,Tina,2021-09-19 03:21:21
442.65,20,17,Alice,Rachel,2021-10-19 23:32:37
827.04,3,9,David,Julia,2021-10-06 19:27:54
566.50,18,3,Steve,David,2021-04-16 12:03:49
651.80,1,20,Bob,Alice,2021-07-12 08:34:37
594.71,1,13,Bob,Nora,2021-10-24 00:58:55
73.94,12,4,Mia,Eva,2021-09-10 19:03:58
661.27,6,9,Grace,Julia,2021-10-17 11:07:34
785.97,8,6,Ivan,Grace,2021-08-11 14:05:37
295.29,6,16,Grace,Quinn,2021-03-26 12:09:18
508.75,6,18,Grace,Steve,2021-03-01 22:39:48
123.40,4,9,Eva,Julia,2021-01-22 19:30:12
469.23,8,15,Ivan,Paul,2021-07-31 23:28:02
819.69,3,4,David,Eva,2021-09-03 08:56:37
206.40,5,16,Frank,Quinn,2021-06-11 06:50:43
41.48,8,16,Ivan,Quinn,2021-06-18 05:47:44
253.01,6,15,Grace,Paul,2021-05-08 13:41:18
470.49,14,9,Oscar,Julia,2021-01-28 06:24:33
994.23,7,13,Hannah,Nora,2021-04-08 22:40:07
386.41,8,20,Ivan,Alice,2021-09-30 00:12:24
342.34,12,16,Mia,Quinn,2021-04-12 15:48:17
736.00,17,3,Rachel,David,2021-04-16 08:00:44
609.04,8,2,Ivan,Charlie,2021-01-02 22:31:22
713.66,16,20,Quinn,Alice,2021-04-09 09:56:17
532.75,11,20,Lily,Alice,2021-09-29 08:47:46
637.45,10,6,Kyle,Grace,2021-01-17 05:03:28
826.48,13,19,Nora,Tina,2021-04-11 10:23:46
747.03,5,3,Frank,David,2021-11-04 17:57:10
470.94,3,12,David,Mia,2021-01-17 05:43:32
859.64,4,19,Eva,Tina,2021-07-15 05:08:14
997.24,2,3,Charlie,David,2021-08-03 06:44:25
187.81,20,9,Alice,Julia,2021-11-07 00:00:49
655.88,1,10,Bob,Kyle,2021-08-01 21:04:30
392.00,11,4,Lily,Eva,2021-06-13 05:14:21
163.53,18,6,Steve,Grace,2021-11-27 20:09:24
549.99,8,13,Ivan,Nora,2021-06-25 14:02:29
850.97,13,10,Nora,Kyle,2021-01-04 11:20:27
202.69,16,15,Quinn,Paul,2021-01-24 23:27:28
218.28,8,15,Ivan,Paul,2021-08-19 12:43:17
139.48,4,10,Eva,Kyle,2021-06-16 17:55:31
23.48,8,15,Ivan,Paul,2021-11-09 02:38:54
694.55,20,12,Alice,Mia,2021-12-28 02:12:22
971.08,13,2,Nora,Charlie,2021-03-17 01:44:09
282.88,11,3,Lily,David,2021-11-15 09:52:45
215.71,13,9,Nora,Julia,2021-11-06 09:26:35
32.71,15,5,Paul,Frank,2021-02-25 23:40:47
577.76,16,17,Quinn,Rachel,2021-07-12 07:22:05
507.15,19,14,Tina,Oscar,2021-09-26 05:44:30
147.18,5,11,Frank,Lily,2021-03-24 04:00:03
897.62,12,13,Mia,Nora,2021-12-25 12:11:26
135.50,4,9,Eva,Julia,2021-03-19 10:47:26
612.64,4,13,Eva,Nora,2021-11-07 02:36:20
926.08,8,18,Ivan,Steve,2021-12-11 05:32:30
330.49,1,9,Bob,Julia,2021-04-11 14:10:33
430.15,3,1,David,Bob,2021-05-02 23:36:32
303.50,1,13,Bob,Nora,2021-11-24 17:37:41
803.55,19,14,Tina,Oscar,2021-03-28 14:20:48
763.76,1,10,Bob,Kyle,2021-08-31 22:30:06
551.47,18,1,Steve,Bob,2021-09-09 23:14:24
108.69,3,17,David,Rachel,2021-05-22 12:34:19
207.84,13,10,Nora,Kyle,2021-05-18 03:04:18
594.60,16,10,Quinn,Kyle,2021-08-02 19:22:47
16.60,20,4,Alice,Eva,2021-06-22 11:30:09
385.19,9,7,Julia,Hannah,2021-08-18 10:01:06
322.76,17,11,Rachel,Lily,2021-04-29 18:01:48
414.79,10,8,Kyle,Ivan,2021-10-31 07:41:15
616.25,14,2,Oscar,Charlie,2021-06-27 06:46:21
149.14,10,8,Kyle,Ivan,2021-03-18 07:46:48
153.86,1,3,Bob,David,2021-10-27 21:04:38
484.62,19,6,Tina,Grace,2021-01-10 05:59:26
159.12,19,11,Tina,Lily,2021-08-16 08:16:49
538.89,3,14,David,Oscar,2021-01-05 12:52:17
714.56,12,8,Mia,Ivan,2021-08-08 13:21:29
391.53,6,1,Grace,Bob,2021-04-05 19:05:09
58.74,5,2,Frank,Charlie,2021-01-14 14:21:08
678.40,12,17,Mia,Rachel,2021-07-14 15:40:41
338.40,16,3,Quinn,David,2021-12-06 22:47:17
39.37,14,1,Oscar,Bob,2021-08-22 13:25:32
869.94,18,17,Steve,Rachel,2021-04-05 07:00:02
885.51,20,6,Alice,Grace,2021-08-11 12:54:19
382.06,8,3,Ivan,David,2021-07-14 17:09:35
487.96,2,17,Charlie,Rachel,2021-10-15 11:22:20
315.75,3,4,David,Eva,2021-12-28 23:14:06
195.41,10,20,Kyle,Alice,2021-05-21 22:44:30
571.69,11,7,Lily,Hannah,2021-06-27 22:18:39
412.95,9,10,Julia,Kyle,2021-01-03 01:48:45
623.58,18,12,Steve,Mia,2021-06-16 11:58:11
798.64,4,15,Eva,Paul,2021-05-03 10:12:58
589.70,4,13,Eva,Nora,2021-01-01 00:02:49
257.55,8,1,Ivan,Bob,2021-01-06 19:32:18
659.50,14,13,Oscar,Nora,2021-01-27 15:51:46
135.93,2,8,Charlie,Ivan,2021-06-21 21:25:57
955.15,16,3,Quinn,David,2021-10-30 22:22:59
465.44,17,18,Rachel,Steve,2021-07-28 13:55:12
808.41,16,16,Quinn,Quinn,2021-11-14 23:25:06
256.37,3,1,David,Bob,2021-02-22 23:15:32
178.56,2,16,Charlie,Quinn,2021-08-14 17:44:43
980.63,3,2,David,Charlie,2021-12-28 12:31:46
452.54,18,16,Steve,Quinn,2021-07-29 00:16:07
639.34,16,7,Quinn,Hannah,2021-08-01 12:09:45
923.67,7,2,Hannah,Charlie,2021-12-20 03:32:27
376.85,1,6,Bob,Grace,2021-01-07 14:05:03
947.23,1,20,Bob,Alice,2021-02-21 20:58:31
148.12,20,7,Alice,Hannah,2021-07-14 04:01:44
321.77,12,12,Mia,Mia,2021-07-03 07:41:06
857.89,7,13,Hannah,Nora,2021-09-23 17:41:55
512.71,3,2,David,Charlie,2021-09-15 03:12:18
293.01,8,11,Ivan,Lily,2021-07-04 19:33:21
450.69,16,14,Quinn,Oscar,2021-05-21 00:53:32
545.31,16,3,Quinn,David,2021-08-15 09:57:01
462.93,18,16,Steve,Quinn,2021-10-02 13:26:52
80.21,9,16,Julia,Quinn,2021-03-20 14:44:03
883.41,11,10,Lily,Kyle,2021-10-07 10:21:17
574.55,5,7,Frank,Hannah,2021-08-19 06:54:27
470.67,11,5,Lily,Frank,2021-10-16 00:47:08
345.20,15,12,Paul,Mia,2021-11-08 07:41:39
99.17,1,15,Bob,Paul,2021-02-25 11:24:46
338.04,20,1,Alice,Bob,2021-04-05 18:28:54
48.20,15,13,Paul,Nora,2021-10-01 21:11:53
174.72,3,5,David,Frank,2021-06-16 07:01:38
189.52,15,17,Paul,Rachel,2021-03-17 22:55:36
218.82,16,8,Quinn,Ivan,2021-12-21 08:28:39
681.99,20,12,Alice,Mia,2021-05-19 14:06:14
288.47,13,12,Nora,Mia,2021-01-31 05:12:17
226.47,10,19,Kyle,Tina,2021-02-25 14:34:08
289.45,20,2,Alice,Charlie,2021-09-16 10:49:18
998.82,20,16,Alice,Quinn,2021-09-08 23:43:43
64.02,4,8,Eva,Ivan,2021-04-06 00:36:04
159.85,17,12,Rachel,Mia,2021-12-16 14:12:52
315.89,5,6,Frank,Grace,2021-09-25 05:45:25
981.39,9,18,Julia,Steve,2021-12-27 06:11:10
450.47,19,16,Tina,Quinn,2021-09-19 14:12:06
208.41,7,10,Hannah,Kyle,2021-07-09 18:23:13
212.89,9,12,Julia,Mia,2021-12-25 19:47:03
620.20,6,8,Grace,Ivan,2021-11-10 12:00:02
215.41,6,1,Grace,Bob,2021-07-08 14:53:33
757.05,7,8,Hannah,Ivan,2021-12-17 01:55:50
194.08,20,4,Alice,Eva,2021-09-27 16:38:29
522.48,10,18,Kyle,Steve,2021-10-27 15:44:39
725.34,7,6,Hannah,Grace,2021-04-04 07:46:37
61.72,4,20,Eva,Alice,2021-11-29 12:54:02
768.07,8,18,Ivan,Steve,2021-06-01 21:16:28
8.12,3,5,David,Frank,2021-07-28 14:13:56
792.47,3,4,David,Eva,2021-10-16 12:15:00
671.83,9,4,Julia,Eva,2021-05-13 01:14:18
704.25,17,6,Rachel,Grace,2021-05-15 22:59:12
84.02,4,3,Eva,David,2021-02-10 05:15:38
853.15,17,8,Rachel,Ivan,2021-05-24 02:14:44
318.83,17,4,Rachel,Eva,2021-09-24 07:43:17
878.13,5,13,Frank,Nora,2021-10-16 11:08:41
121.47,9,9,Julia,Julia,2021-12-24 14:24:14
997.78,20,20,Alice,Alice,2021-10-10 20:14:10
559.53,17,6,Rachel,Grace,2021-08-17 03:45:27
304.78,2,6,Charlie,Grace,2021-10-23 15:46:02
960.82,9,13,Julia,Nora,2021-11-11 18:23:37
